filenames,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,labels
cats/train/cats_00024.jpg,-1.23158,-0.75173223,-0.65905523,-0.30967677,1.2663151,0.8124241,1.0342447,2.8734887,-2.1644926,-0.1811102,-0.14652885,-2.2501223,-2.371274,1.1610602,0.015456781,-0.7592014,0.79312086,1.4457204,-0.36619547,-0.25533652,1.590628,-0.26483226,-3.7433825,-0.03529722,-1.0422314,-0.8220672,-0.29053134,-0.8833652,-1.6025652,0.12797534,0.15465406,1.6425291,0
cats/train/cats_00025.jpg,1.3479673,1.0895172,-0.8569409,-0.5237976,-0.07808004,-0.090962306,2.4751716,0.89282954,-0.15700208,-1.0368569,-0.41363966,-1.5734473,-2.6069248,-0.06076606,-1.1698312,-1.2815514,3.4496408,3.2703075,1.5759585,-1.9528178,-1.2263191,-1.5018637,-3.7973344,2.095817,0.17142369,1.6484525,0.10820235,-0.74280226,-2.3289304,-2.389956,-4.2840886,-1.4644612,0
cats/train/cats_00026.jpg,0.4378589,-1.575554,-0.7334979,0.69693553,1.6851343,1.3700669,0.841748,0.36759844,-0.82187885,1.4776567,1.146977,0.08416933,0.051424082,1.1918976,-1.4768951,0.20112404,0.3694204,0.49719647,-1.7203423,0.32217166,0.37227187,1.0428028,-1.3942871,0.5087193,-0.24664758,-0.54594666,-0.8908676,-1.3366399,-2.4878352,-0.013583243,0.8037922,2.0794373,0
cats/train/cats_00027.jpg,1.2563436,1.4253461,1.8621151,-0.016428024,1.0041653,-0.33524162,0.9216776,-1.1306984,-1.3597736,-0.33319378,3.0304332,-0.5374403,0.26505503,0.394615,-0.85557914,1.8062888,1.4275031,-1.5997884,-1.9493028,0.15845445,1.3920594,-0.5167459,-1.2561741,0.03549236,0.092740834,1.2661937,-1.0938497,-0.7692459,-3.8617017,1.1911169,-1.3531268,1.403603,0
cats/train/cats_00028.jpg,3.9425852,0.31806427,-1.7721467,2.6265366,1.2230898,0.0046671033,1.4155275,-0.12245774,-0.47178382,-0.39370823,1.0232304,2.6463058,-1.1993608,0.5873962,-2.2131724,1.539846,1.5235308,2.5601506,0.9766363,-0.33458993,3.335569,-2.0109625,-2.5444174,1.0139536,-1.3361616,-2.2602808,-0.5678905,-2.289611,-3.2209523,0.4449847,-2.179434,2.103043,0
cats/train/cats_00029.jpg,0.77960163,0.13403246,-0.81161404,1.4014795,1.8916794,0.29089856,2.1005957,-0.06100864,-0.23541859,0.43178782,1.296169,0.5572996,0.15277293,0.6280076,-0.78747374,0.7271278,0.9276735,-0.3053915,-1.1844625,0.815318,-0.10246347,0.4899801,-0.9978192,-0.5490867,0.91085905,0.12930344,-0.648041,-1.7538652,-1.8992329,-0.37337488,-1.5317976,1.4920354,0
cats/train/cats_00030.jpg,0.6945421,-1.2612126,-2.9447057,0.35537624,2.1678784,1.4358076,2.8299313,1.3068931,-0.33846676,0.53072095,0.3450032,-0.58190554,-1.705989,1.784313,-1.845367,-1.7736915,2.4642494,2.6094193,-0.3950721,-0.33107787,-0.92900276,0.7803444,-3.2236066,0.8174652,-0.09582724,-0.40814185,0.14003623,-1.7825642,-2.1110725,-2.813048,-1.9113512,1.5785705,0
cats/train/cats_00031.jpg,0.58335775,-1.4375935,-0.38812834,1.6716477,1.8970988,0.8147493,0.42046034,-0.06983595,0.2674846,1.3507488,0.098664574,0.2663828,0.09528771,0.21573119,-0.7460653,-0.2824781,0.22132179,0.073248774,-2.4665914,-0.13719307,-0.24419579,1.7471265,-1.6117219,1.4534284,0.49719805,-0.93446815,-0.29172277,-1.0346087,-2.6068177,0.91259265,0.19652617,1.5150399,0
cats/train/cats_00032.jpg,0.7434767,-3.1960247,-2.9944968,2.5424268,2.06491,2.0934787,0.7432189,3.4925,-1.2942533,2.1750946,-0.80074084,1.3409686,-1.1066523,2.4397655,-2.4034178,0.18297799,0.53310525,4.9626017,0.28903717,-0.66286,1.2730668,0.4327139,-2.0744586,1.7465122,-0.97616935,-2.4977372,-0.65007,-2.8431835,-3.6554384,0.36382765,2.4783585,2.6676884,0
cats/train/cats_00033.jpg,2.6638842,-2.3503017,-2.7114503,1.7795675,2.9662268,2.5662575,2.6001458,-2.6559005,-1.2315859,2.5245671,4.4333906,1.7802575,0.27387023,2.1671124,-3.4892478,0.6137567,2.0323515,0.82240593,-1.5535041,-0.15927632,1.2688397,1.8874242,-0.83665407,1.1634562,-0.9327427,-1.201845,-1.1130189,-2.2524576,-6.1668777,0.5051934,1.4399415,3.3279545,0
cats/train/cats_00034.jpg,-1.1004959,-0.96217096,-0.13671136,0.7444024,2.088157,0.5228611,1.917891,0.5352458,-0.27281654,0.87140673,-0.2980333,-0.13179421,1.1318635,1.4179631,0.6290497,0.15851226,-0.68504405,-1.7534804,-1.6028985,1.7468945,1.8903089,0.079925895,-2.3575573,-0.14240459,1.79453,-2.896579,-0.7074635,-1.3362781,-0.3924071,-0.45315018,1.2845907,1.6835061,0
cats/train/cats_00035.jpg,2.492074,-0.16532347,-0.60436684,2.1744206,-0.53475744,0.61748797,1.7570438,0.051134612,-1.2429816,-1.942261,0.23525313,3.193587,-3.540604,2.3740282,-2.0623004,1.0891359,1.3787358,0.2630211,0.7548041,-1.0220006,3.305561,-0.67060703,-3.034233,-0.16461387,-0.23751882,-1.2910855,-0.34905928,-3.2070937,-2.0609026,-0.0157482,-0.5765151,1.2733554,0
cats/train/cats_00036.jpg,-0.7301731,-1.5348616,-1.4408807,-0.70158935,1.5980942,2.0366662,2.1296287,0.550277,-0.85261923,1.7180362,0.16247584,-0.55933523,-0.6925626,0.960796,-0.5296056,-0.91092026,0.12208155,0.15040322,-1.599611,0.90375483,-0.83590436,0.7324083,-1.6907526,1.3201482,1.2020869,0.101176165,-0.67316747,-1.2412676,-1.635876,-2.2348785,1.9751221,1.8938245,0
cats/train/cats_00037.jpg,-0.25471413,-0.03310661,-0.3440511,-0.05394467,1.2629747,-0.7476372,0.78640795,0.67563725,-0.22229406,0.5963112,-0.21732765,0.3094757,-1.2660673,-0.38195315,0.87427485,-0.4156359,0.41442022,2.4400246,0.41093755,-0.95663387,-2.0163221,0.20973368,-1.3955562,1.2190793,1.2266144,0.74798924,-0.43093562,-0.1818228,-1.5597088,-1.3786802,-2.8149772,-1.0321394,0
cats/train/cats_00038.jpg,-0.8928958,-1.060585,-0.039823696,0.2845906,1.0784168,1.1218907,0.16064158,1.0506439,-0.8808918,0.8411082,-0.032265745,-2.2874744,-0.66714543,0.45655346,-0.3210088,-1.7412764,0.8823679,0.009851679,-1.9452577,-0.27958918,0.78843224,1.4402614,-1.9545907,1.3414308,-0.69027704,-0.5881162,0.24426247,0.14553435,-1.984852,1.1436586,1.9190432,2.0289981,0
cats/train/cats_00039.jpg,1.6839191,-0.21947591,-1.623069,1.9084778,-0.479019,1.9177934,2.9499261,0.41837457,-0.20678355,-0.8038219,-0.7825532,1.2738411,-1.7393055,0.8635514,-2.8195128,1.12627,0.8069701,-0.85916734,-0.7708484,-0.2676201,0.8144574,0.19637921,-2.0266619,0.5642067,1.3582001,0.25986075,-0.19122289,-3.169503,-1.3391529,-0.45351753,1.1060704,1.4019226,0
cats/train/cats_00040.jpg,-0.580034,-0.7734067,-0.28377795,-1.0869806,1.4122669,2.008266,2.4582179,1.0085676,-0.8343612,0.023534711,0.982319,-2.909003,-1.3302563,1.4537303,-1.3336926,-1.251672,1.3900814,-0.5731269,-0.8202629,-0.16864468,-0.08926949,0.120356396,-2.4098685,0.23212364,0.19886479,0.5731805,0.2821787,-0.67944324,-1.74301,-1.3446995,0.7603698,1.3709676,0
cats/train/cats_00041.jpg,-0.7496684,-0.20192799,0.29175365,-0.7908827,1.5521666,1.1710038,2.562544,-0.1698195,-1.2083881,0.20224223,1.4915884,-2.3319933,-0.5943171,0.904732,-0.5361062,-1.1053842,1.7120371,-1.4996107,-2.7973819,0.053637855,-1.3165665,1.596621,-2.881729,0.08710804,0.88378686,2.1718493,-0.66651034,-0.9447669,-2.3667324,-1.6589878,-1.7209442,1.2669712,0
cats/train/cats_00042.jpg,0.02320049,0.6440175,-2.1956155,-0.8735133,1.7118615,0.8312233,4.534544,-0.8440748,0.3142983,-1.7785176,0.81058,-2.532297,-2.2931926,1.5246689,-0.7544077,-3.8142872,3.7608008,-0.97260106,-0.54902256,-0.21579039,-0.8437757,1.1424029,-2.737015,-0.23312312,0.6755246,0.67151177,2.2862117,-0.538567,-0.660106,-2.907733,-2.2057972,0.92264766,0
cats/train/cats_00043.jpg,0.6680055,-0.1691966,-0.7998194,0.9764291,1.7221956,1.0733724,2.3450549,1.0874828,-0.9331674,0.2871809,2.1928563,-0.5370591,-0.28271976,1.2626386,-1.9648452,0.93286896,0.43013486,0.7549625,1.0654246,-0.47329813,1.8936405,-0.9823123,-1.8676193,-0.41981012,0.10530464,-1.222014,-0.94873863,-1.0629109,-2.3633664,-0.36322471,-0.65000033,1.9581012,0
cats/train/cats_00044.jpg,2.7364101,-0.28329116,-2.7437208,0.6380116,1.1704113,1.8904552,3.3916156,-1.0685956,-0.55318713,-0.69553673,1.8431462,1.5923172,-2.4721,1.7169783,-1.9636236,-0.4562227,1.8511413,2.5374293,2.9887443,-1.3709735,2.7383432,-1.7366263,-3.6413798,0.21156532,-1.1070756,-1.9949572,-0.82095563,-1.7168081,-1.7903875,-2.3808374,-2.3674295,0.45603752,0
cats/train/cats_00045.jpg,2.016799,-0.64122725,-3.4392877,2.1219375,0.39337152,2.2447593,3.7645082,-0.93661696,0.9168767,-0.1656254,-0.8418029,0.86124283,-2.046273,-0.030872822,-3.4322553,-0.6936405,1.7399172,-0.4186921,-0.6670127,-1.1179647,-0.061531603,1.9403682,-1.82453,1.6675266,1.296336,-0.7838259,0.9784674,-2.078184,-1.335754,-0.7040704,1.2484791,1.5031028,0
cats/train/cats_00046.jpg,0.6478027,-1.2609274,-1.1269368,1.8781124,0.12655634,1.4647853,0.96198535,1.2015035,-1.710999,0.5772215,-0.4795214,1.087132,-2.4964647,0.57509184,-1.810208,0.67429,0.32404658,-0.015381038,-2.732161,-0.28836542,1.2899404,1.5297798,-4.2784195,0.7845069,-0.095060855,-0.7766247,-1.7674351,-2.6206253,-2.2448835,0.23856512,0.3467219,2.6375983,0
cats/train/cats_00047.jpg,1.6158675,-1.0094291,-0.80145943,0.9913656,1.1805763,0.4585878,0.28688046,-0.3382206,0.59283894,1.2438099,-0.32742715,1.6599934,-0.19873631,0.66695625,-1.2899789,0.43804908,1.1707491,0.30092618,-2.5764873,-0.014004782,-1.6769011,1.0927968,-0.6252237,1.9685464,0.9500694,-0.36882114,0.55100334,-1.5001181,-2.748311,-0.87798136,0.60187674,1.0876782,0
cats/train/cats_00048.jpg,1.2479833,-1.9569143,-3.6416433,1.4981369,2.1780384,1.7599317,3.4444299,0.8112828,0.7499911,0.1809914,-1.6190714,0.90502685,-1.8078519,2.2566752,-2.166641,-1.7571133,2.4563332,1.8999162,-1.4912049,0.8183437,-0.5467552,1.5118189,-1.6525724,0.8800128,0.85278565,-0.6925778,1.53653,-3.7645495,-1.6734879,-0.8017204,1.3525966,1.3936751,0
cats/train/cats_00049.jpg,0.47112885,-1.2967982,-1.6000167,1.8230408,1.2177962,0.9495791,1.7688987,0.64899236,0.8945423,0.09003229,-2.0895095,0.8015338,-0.64726275,1.1376424,-0.92871493,-0.5952913,0.7930048,-0.21097769,-1.9810864,0.5605631,0.036282025,1.5300645,-1.4117395,0.7116312,1.27432,-1.3964014,1.0983522,-2.4345453,-0.64186925,0.42848748,1.7107757,0.89151174,0
cats/train/cats_00050.jpg,-1.3422924,-0.36257628,1.1855576,2.5566678,-0.50543165,-2.6271636,-0.4809155,1.4643818,-1.5210195,-1.886786,-0.2965728,1.4151577,-2.201242,1.7712067,1.5745922,0.025063217,-0.56377816,-1.1260155,0.41249144,-1.7725645,0.507079,2.2550523,-0.8966438,-1.194755,1.0143859,-1.0117657,1.6356819,0.0047824234,-1.0197235,1.1117975,-1.6998384,0.44125348,0
cats/train/cats_00051.jpg,3.2658234,-1.1732544,-0.83372575,1.5761638,1.4444443,0.6999736,0.5457997,-1.3632145,-0.36918062,1.0067012,2.0819242,1.9866313,0.19254446,2.0285664,-2.6372826,0.7933215,2.534653,0.75371885,-2.3474858,0.57210904,1.3373682,0.010795593,-0.8249446,1.5048114,-1.0433214,-0.95264,-0.022507459,-2.595099,-5.007904,0.98310745,0.8072072,2.5092742,0
cats/train/cats_00052.jpg,0.77134466,-0.5784145,-0.918563,0.25584516,0.9128165,0.8019894,-0.07530496,1.0281327,-1.3971109,1.1588095,1.2418375,0.74598575,-0.1964771,1.5307918,-0.37161422,-0.064869426,0.8520363,1.6427757,-0.34803826,0.8532137,0.99360603,-1.1269213,-1.3617998,0.45555514,-1.1152599,-0.81922436,-0.98322815,-1.041269,-1.7411815,-1.665573,-0.014517172,2.27849,0
cats/train/cats_00053.jpg,3.0474372,1.0147909,-1.116976,0.58337575,-0.46524835,0.69173855,2.1957667,-0.13876306,0.13093194,-0.784002,-0.40972254,0.73691523,-2.096848,-0.49882293,-2.7975965,1.2890648,2.1129894,1.7449278,1.2517674,-1.1606411,1.4966438,-2.4437847,-2.25729,2.4297242,0.35510668,-0.23670332,-0.25201964,-1.8352293,-2.6604705,-0.09404355,-0.3205434,0.018148825,0
cats/train/cats_00054.jpg,0.34564275,-0.31019083,-2.550808,0.1926134,0.6177634,1.2557546,2.18194,0.7182815,0.13951667,-0.0547565,-1.7844553,-0.51584345,-1.8380445,0.2378154,-0.51155084,-2.2594762,1.8588169,1.3101678,-1.0546921,0.7020203,-0.14979571,0.39626393,-2.4635155,1.0870821,0.13395876,-0.08170879,0.5253582,-1.7267609,0.07060301,-1.3746408,0.31939417,0.9329512,0
cats/train/cats_00055.jpg,-0.07058585,-1.0039113,-2.1083732,0.7133594,0.93135154,1.1226648,1.6231245,1.7232602,-1.2195386,-0.29705873,-1.0703467,-0.9107591,-2.6883204,1.0887382,-0.32768166,-2.0618243,1.6929961,2.90134,0.8082938,-0.97917116,1.9030657,0.118960425,-4.203001,0.86771846,-1.2578422,-1.5550439,-0.08106999,-1.2645166,-0.99375373,-0.36703846,-0.5892181,0.7285381,0
cats/train/cats_00056.jpg,-1.1781118,-0.5284595,-1.2039063,-0.30102962,1.5189168,1.2650347,2.0051088,-1.1112887,-1.3363402,0.9193127,0.5549034,-1.1796434,0.40105307,0.6647954,1.1786346,-2.129252,1.2562879,-1.7640369,-3.3156245,1.729096,-0.8051357,2.1844292,-0.93355876,-0.0710828,0.6207519,1.6812347,0.030754551,-1.0491008,-0.6657438,-1.0941375,0.62514514,1.6903799,0
cats/train/cats_00057.jpg,1.782626,0.37319508,-1.9021261,1.7193485,-1.0871532,1.1926074,2.3736644,-1.8418044,0.42928237,-1.2403587,-2.2054043,2.0392888,-1.0030022,-0.56119686,-0.4293807,-0.18323056,0.26328826,-1.4152745,0.17512067,-0.13786094,2.126155,-0.16699427,-1.3007078,1.1722707,1.0668452,-0.9267083,0.8168131,-1.7559546,1.131182,-0.030709393,1.4132483,-0.080186024,0
cats/train/cats_00058.jpg,-0.683771,-0.1755116,-1.6883078,0.99898994,2.5620127,1.3532214,3.3299608,-0.8093565,-0.25857842,0.0024247747,1.1351098,-0.8522665,0.20968483,0.030471874,-0.115066454,-0.84106725,-0.75778043,-1.6802554,0.25227666,-0.6916165,1.4264514,1.9699938,-1.3789538,-0.8584672,1.0970619,-1.7108353,0.25013557,0.4155864,0.44550583,-0.68112195,-0.27319467,1.624399,0
cats/train/cats_00059.jpg,-0.98380375,0.26942253,-0.013759404,-0.6693719,1.5527399,1.5693588,3.763636,-1.2050037,-1.235015,-0.08285863,2.2030005,-2.9192605,-0.30832106,0.3750397,-0.5692698,-1.1551411,1.5298247,-2.570228,-2.2681727,-0.59108686,-1.4224008,2.065876,-2.4110792,0.08087461,1.6640114,2.7730567,-0.4062017,-0.4291256,-2.4870245,-1.439153,-1.5795329,0.9306675,0
cats/train/cats_00060.jpg,0.5125613,-1.7931286,-1.8170211,1.1365297,2.333394,1.4166453,1.23911,-0.527961,-0.12998065,2.240243,0.7441481,0.5967063,0.42484885,0.007347122,-1.008102,0.027704582,-0.42835033,0.3699255,-1.724217,0.52399194,0.28538215,1.459879,-1.256461,1.3003303,0.44728768,-1.8571681,-0.8026414,-0.8461684,-2.0795312,0.052139685,1.1711627,2.1739862,0
cats/train/cats_00061.jpg,2.4329097,0.26908445,-3.38874,0.70596266,0.29267776,0.679834,3.270274,1.3419683,0.35646942,-1.1949728,-2.3089201,1.6996856,-4.0153956,0.6431154,-1.9897883,-0.6340299,3.0555575,4.013312,1.0846546,-1.0204834,-0.6781986,-1.1441691,-4.2432294,1.6495714,0.72348857,-0.06303213,0.11590167,-3.171379,-0.97794646,-3.0939813,-3.2689898,-0.7779599,0
